job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Data Scientist,Mid-level,Remote,India,30523,India,Large
Data Scientist,Entry-level,Remote,India,17805,India,Medium
Lead Data Scientist,Senior-level,Remote,Ireland,172309,Ireland,Large
Machine Learning Engineer,Senior-level,Remote,Ireland,68293,Ireland,Small
Data Scientist,Mid-level,Remote,India,53416,Indonesia,Large
Data Analyst,Entry-level,On-site,Indonesia,15000,Indonesia,Large
Data Scientist,Entry-level,Remote,Hungary,17684,Hungary,Medium
Data Engineer,Mid-level,Remote,Greece,84053,Greece,Medium
Data Engineer,Mid-level,Remote,Greece,73546,Greece,Medium
ETL Developer,Mid-level,On-site,Greece,52533,Greece,Medium
Data Analyst,Mid-level,Remote,Greece,42026,Greece,Medium
Data Analyst,Mid-level,Remote,Greece,31520,Greece,Medium
Data Engineer,Mid-level,Remote,Greece,63040,Greece,Medium
Data Engineer,Mid-level,Remote,Greece,47280,Greece,Medium
Data Analyst,Mid-level,Remote,Greece,20000,Greece,Small
Business Intelligence Developer,Mid-level,Remote,Ghana,15000,Ghana,Medium
AI Research Engineer,Entry-level,Remote,United Kingdom,36940,United Kingdom,Large
Data Scientist,Mid-level,Remote,France,55410,United Kingdom,Medium
Research Engineer,Mid-level,Hybrid,United Kingdom,105066,United Kingdom,Small
Data Scientist,Senior-level,Remote,Spain,88256,United Kingdom,Large
Data Scientist,Mid-level,On-site,United Kingdom,92350,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,67723,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,92350,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,73880,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,430967,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,55410,United Kingdom,Medium
Data Science Consultant,Mid-level,On-site,United Kingdom,70186,United Kingdom,Medium
Data Science Consultant,Mid-level,On-site,United Kingdom,51716,United Kingdom,Medium
Data Analyst,Senior-level,On-site,United Kingdom,92350,United Kingdom,Medium
Data Analyst,Senior-level,On-site,United Kingdom,70186,United Kingdom,Medium
Deep Learning Engineer,Mid-level,Remote,United Kingdom,86193,United Kingdom,Medium
Deep Learning Engineer,Mid-level,Remote,United Kingdom,49253,United Kingdom,Medium
Analytics Engineer,Mid-level,On-site,United Kingdom,104663,United Kingdom,Medium
Analytics Engineer,Mid-level,On-site,United Kingdom,73880,United Kingdom,Medium
Data Engineer,Senior-level,Remote,United Kingdom,61566,United Kingdom,Medium
Data Engineer,Senior-level,Remote,United Kingdom,43096,United Kingdom,Medium
Machine Learning Engineer,Mid-level,On-site,United Kingdom,104663,United Kingdom,Medium
Machine Learning Engineer,Mid-level,On-site,United Kingdom,80036,United Kingdom,Medium
Data Engineer,Entry-level,Remote,United Kingdom,61566,United Kingdom,Medium
Data Engineer,Entry-level,Remote,United Kingdom,49253,United Kingdom,Medium
Data Scientist,Mid-level,Hybrid,United Kingdom,57872,United Kingdom,Medium
Analytics Engineer,Senior-level,On-site,United Kingdom,103432,United Kingdom,Medium
Analytics Engineer,Senior-level,On-site,United Kingdom,92350,United Kingdom,Medium
Marketing Data Analyst,Senior-level,Remote,United Kingdom,200000,United Kingdom,Small
Data Scientist,Entry-level,Hybrid,United Kingdom,33246,United Kingdom,Large
Data Engineer,Mid-level,On-site,United Kingdom,110820,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,92350,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,80036,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,67723,United Kingdom,Medium
Data Scientist,Mid-level,Remote,United Kingdom,102200,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,98506,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,86193,United Kingdom,Medium
Analytics Engineer,Senior-level,Remote,United Kingdom,102663,United Kingdom,Medium
Analytics Engineer,Senior-level,Remote,United Kingdom,80041,United Kingdom,Medium
Data Engineer,Senior-level,Remote,United Kingdom,104611,United Kingdom,Medium
Data Engineer,Senior-level,Remote,United Kingdom,82280,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,118208,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,110820,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Hybrid,United Kingdom,128058,United Kingdom,Large
Data Engineer,Mid-level,On-site,United Kingdom,98506,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,73880,United Kingdom,Medium
Machine Learning Engineer,Entry-level,Remote,United Kingdom,55410,United Kingdom,Small
Data Analyst,Senior-level,On-site,United Kingdom,86193,United Kingdom,Medium
Data Analyst,Senior-level,On-site,United Kingdom,61566,United Kingdom,Medium
Lead Data Scientist,Mid-level,Hybrid,United Kingdom,61566,United Kingdom,Small
Data Scientist,Mid-level,Remote,United Kingdom,131752,United Kingdom,Medium
Applied Machine Learning Scientist,Senior-level,Remote,France,77119,United Kingdom,Large
Machine Learning Engineer,Entry-level,Remote,United Kingdom,30000,United Kingdom,Large
Data Engineer,Mid-level,On-site,United Kingdom,91118,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,61566,United Kingdom,Medium
Data Scientist,Mid-level,Hybrid,United Kingdom,80036,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,135446,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,104663,United Kingdom,Medium
Machine Learning Engineer,Mid-level,On-site,United Kingdom,116976,United Kingdom,Medium
Machine Learning Engineer,Mid-level,On-site,United Kingdom,92350,United Kingdom,Medium
Machine Learning Engineer,Entry-level,Remote,United Kingdom,35093,United Kingdom,Large
Data Analyst,Mid-level,Remote,United Kingdom,49253,United Kingdom,Medium
Data Analyst,Mid-level,Remote,United Kingdom,36940,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,43096,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,55410,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,61566,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,36940,United Kingdom,Medium
Data Engineer,Mid-level,On-site,United Kingdom,49253,United Kingdom,Medium
Data Scientist,Senior-level,On-site,United Kingdom,110820,United Kingdom,Medium
Data Scientist,Senior-level,On-site,United Kingdom,98506,United Kingdom,Medium
Data Engineer,Entry-level,Remote,United Kingdom,43096,United Kingdom,Medium
Data Engineer,Senior-level,On-site,United Kingdom,73880,United Kingdom,Medium
Data Engineer,Senior-level,On-site,United Kingdom,61566,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,61566,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,43096,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,172386,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,86193,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Hybrid,France,84053,France,Large
Data Scientist,Mid-level,Remote,France,94560,France,Medium
Data Scientist,Mid-level,Remote,France,52533,France,Medium
Computer Vision Engineer,Mid-level,Remote,France,58837,France,Small
Data Scientist,Mid-level,Remote,France,63040,France,Medium
Machine Learning Engineer,Senior-level,Remote,France,115573,France,Medium
Machine Learning Engineer,Senior-level,Remote,France,73546,France,Medium
BI Data Analyst,Mid-level,Hybrid,France,105066,France,Medium
Data Scientist,Entry-level,Hybrid,France,39925,France,Large
Director of Data Science,Senior-level,Hybrid,France,57786,France,Large
Data Scientist,Entry-level,Remote,Dominican Republic,110000,France,Medium
Data Analyst,Entry-level,Hybrid,France,28368,France,Medium
Research Scientist,Senior-level,Hybrid,France,89306,France,Large
Data Engineer,Mid-level,Remote,France,65141,France,Medium
Machine Learning Engineer,Senior-level,Hybrid,Finland,63040,Finland,Small
Data Engineer,Senior-level,On-site,Spain,73546,Spain,Medium
Data Engineer,Senior-level,On-site,Spain,36773,Spain,Medium
Data Scientist,Senior-level,On-site,Spain,47280,Spain,Medium
Data Scientist,Senior-level,On-site,Spain,37824,Spain,Medium
Data Analyst,Senior-level,On-site,Spain,50432,Spain,Medium
Data Analyst,Senior-level,On-site,Spain,39925,Spain,Medium
Data Engineer,Senior-level,On-site,Spain,68293,Spain,Medium
Data Engineer,Senior-level,On-site,Spain,42026,Spain,Medium
Data Science Consultant,Entry-level,Hybrid,Spain,27317,Spain,Large
Data Analyst,Senior-level,On-site,Spain,36773,Spain,Medium
AI Scientist,Entry-level,Remote,Portugal,31520,Spain,Medium
Data Engineer,Mid-level,Remote,Spain,84053,Spain,Medium
Data Engineer,Mid-level,Remote,Spain,73546,Spain,Medium
Data Scientist,Entry-level,Hybrid,Spain,31520,Spain,Medium
Data Analyst,Mid-level,Remote,Spain,42026,Spain,Medium
Data Analyst,Mid-level,Remote,Spain,31520,Spain,Medium
Data Engineer,Mid-level,Remote,Spain,63040,Spain,Medium
Data Engineer,Mid-level,Remote,Spain,47280,Spain,Medium
Machine Learning Scientist,Mid-level,Remote,Egypt,22800,Egypt,Medium
Head of Data,Mid-level,Remote,Estonia,31520,Estonia,Small
Data Scientist,Entry-level,Hybrid,Algeria,100000,Algeria,Medium
Data Scientist,Mid-level,Remote,Germany,73546,Germany,Medium
BI Data Analyst,Entry-level,On-site,Germany,60938,Germany,Large
Data Scientist,Mid-level,On-site,Germany,64090,Germany,Medium
Data Scientist,Mid-level,On-site,Germany,60938,Germany,Medium
Machine Learning Research Engineer,Entry-level,Hybrid,Germany,66192,Germany,Large
Machine Learning Developer,Entry-level,Remote,Italy,33000,Germany,Small
Machine Learning Scientist,Entry-level,Remote,Italy,34672,Germany,Small
Data Scientist,Mid-level,Remote,Germany,75648,Germany,Small
Research Scientist,Mid-level,On-site,Germany,126080,Germany,Small
Research Scientist,Mid-level,On-site,Germany,84053,Germany,Small
Data Scientist,Entry-level,Hybrid,United States,50000,Germany,Medium
BI Data Analyst,Mid-level,Remote,Germany,50432,Germany,Small
Data Scientist,Mid-level,Remote,Germany,60938,Germany,Small
Data Engineer,Mid-level,Hybrid,Germany,65666,Germany,Small
Machine Learning Engineer,Mid-level,Remote,France,84053,Germany,Medium
Data Engineer,Mid-level,Hybrid,Germany,52533,Germany,Large
Data Engineer,Entry-level,Remote,Pakistan,55475,Germany,Medium
Principal Data Scientist,Senior-level,Remote,Germany,155499,Germany,Medium
Lead Machine Learning Engineer,Senior-level,On-site,Germany,84053,Germany,Medium
Applied Machine Learning Scientist,Entry-level,Remote,Tunisia,30469,Czech Republic,Medium
AI Scientist,Senior-level,Remote,Colombia,125000,Colombia,Large
